Cellline	Drug A	Drug B	Barbara	Åsmund	Evelina	Gold Standard	Comment	HSA	Bliss	Loewe	Loewe capped	Strong (visual)	Strong (Bliss)	Strong		Threshold Bliss/HSA	CV Åsmund	Example			Barbara	Åsmund	Evelina	Gold standard	Bliss-call	HSA-call
A498	PD	D4	-	-				-0.05584671013	-0.02149853789	1.111003873	1.111003873	0	1	FALSE							0	0	0	0	0	0
AGS	PD	G4	-	-				-0.03363026425	-0.0211485281	1.099818534	1.099818534	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	RU	D4		-				-0.03934295634	-0.02098941633	1.087179589	1.087179589	0	1	FALSE							0	0	0	0	0	0
SF295	SB	G4		-	Synergy?			-0.07774733002	-0.02046302995	2.122430954	2.122430954	0	1	FALSE							0	0	1	0	0	0
A498	60	P5	Nothing	-				-0.003779138487	-0.02036304791	1322081565581	1322081565581	0	1	FALSE			Barbara vs Bliss				0	0	0	0	0	0
SW620	AK	G2		-				-0.03016483275	-0.02033870043	3.551569901	3.551569901	0	1	FALSE							0	0	0	0	0	0
SW620	PD	G4		-				-0.05547554451	-0.0203309151	5.033041517	5.033041517	0	1	FALSE							0	0	0	0	0	0
A498	CT	JN	-	-				-0.04267210842	-0.02021570778	64.93517761	64.93517761	0	1	FALSE							0	0	0	0	0	0
UACC62	PD	D1		-				0.002040160156	-0.02007850797	6.18815885	6.18815885	0	1	FALSE							0	0	0	0	0	0
AGS	CT	D1	Synergy?	Synergy?	Synergy?			-0.06890127099	-0.01996208807	17.89382659	17.89382659	0	1	FALSE							1	1	1	0	0	0
DU145	CT	D1		-				-0.02144999057	-0.01990910466	13718.77897	13718.77897	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	D4	ST		-				-0.01762169763	-0.01927052254	1.426117176	1.426117176	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	D1	RU		-				-0.05626673963	-0.01881697188	1.437425955	1.437425955	0	1	FALSE							0	0	0	0	0	0
Colo205	PI	D4		Nothing				0.02002490899	-0.01881370955	27483.80669	27483.80669	0	1	FALSE							0	0	0	0	0	0
SW620	CT	PI		-				-0.03979323598	-0.01873124831	1.477919807	1.477919807	0	1	FALSE							0	0	0	0	0	0
SW620	60	P5		-				-0.01142859088	-0.018623374	NA	0	0	1	FALSE							0	0	0	0	0	0
SF295	AK	F4		-				0.007642205068	-0.01832614881	2.79589E+35	2.79589E+35	0	1	FALSE							0	0	0	0	0	0
A498	ST	P5	-	-				-0.01774727813	-0.01812350095	6.734497125	6.734497125	0	1	FALSE							0	0	0	0	0	0
AGS	SB	ST	-	-				-0.04829147982	-0.01807974738	1.999464706	1.999464706	0	1	FALSE							0	0	0	0	0	0
SF295	CT	G2		-				-0.05628931906	-0.01801029919	10.16645772	10.16645772	0	1	FALSE							0	0	0	0	0	0
DU145	AK	SB		-				-0.0009051248047	-0.01786300407	473758325.1	473758325.1	0	1	FALSE							0	0	0	0	0	0
Colo205	PD	SF		-				-0.01041553284	-0.01754700303	19.30411217	19.30411217	0	1	FALSE							0	0	0	0	0	0
Colo205	AK	SB	-	-				-0.004885182591	-0.01728250571	9.20768E+20	9.20768E+20	0	1	FALSE							0	0	0	0	0	0
DU145	5Z	P5		-				-0.07554447036	-0.01678761341	6.844957712	6.844957712	0	1	FALSE							0	0	0	0	0	0
SF295	5Z	G4		-				-0.05545866894	-0.01643326953	1.963886496	1.963886496	0	1	FALSE							0	0	0	0	0	0
AGS	5Z	G2	Synergy	Synergy?	Synergy?			-0.06816308128	-0.01640920167	1.106009992	1.106009992	0	1	FALSE							1	1	1	0	0	0
DU145	CT	PI		-				-0.02503241147	-0.01627036341	87.96667335	87.96667335	0	1	FALSE							0	0	0	0	0	0
UACC62	PD	G4		-				-0.01153535209	-0.01621636578	8.285706734	8.285706734	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	AK	P5		-				-0.00859676493	-0.01615655746	39227.20378	39227.20378	0	1	FALSE							0	0	0	0	0	0
Colo205	5Z	PI	-	-				0.006148957786	-0.01545112167	4.023027124	4.023027124	0	1	FALSE							0	0	0	0	0	0
SW620	PD	ST		-				-0.04002919676	-0.01517537088	19.73017412	19.73017412	0	1	FALSE							0	0	0	0	0	0
UACC62	G2	G4		-				0.003626592512	-0.01509392189	4.187722317	4.187722317	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	AK	D4		-				-0.05418276042	-0.01486046814	9.388642236	9.388642236	0	1	FALSE							0	0	0	0	0	0
UACC62	AK	F4		-				0.01026683672	-0.01475525543	8.61469E+45	8.61469E+45	0	1	FALSE							0	0	0	0	0	0
A498	F4	G4	-	-				-0.003977700169	-0.01439422264	53.80218303	53.80218303	0	1	FALSE							0	0	0	0	0	0
SW620	BI	PD		-				0.001858557712	-0.01436171403	1503319769739	1503319769739	0	1	FALSE							0	0	0	0	0	0
SF295	5Z	JN		-				-0.002044995314	-0.01427437027	13.71468494	13.71468494	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	BI	F4		Nothing				0.05826835037	-0.01413494068	14.48069746	14.48069746	0	1	FALSE							0	0	0	0	0	0
Colo205	PD	G4		-				-0.01966564554	-0.0134224907	20.4514062	20.4514062	0	1	FALSE							0	0	0	0	0	0
AGS	5Z	PI	Synergy	Synergy	Synergy	Synergy		-0.1133246115	-0.01326347022	2.09128756	2.09128756	1	1	TRUE							1	1	1	1	0	1
DU145	PI	RU		-				-0.05875295764	-0.01302897774	235.9796056	235.9796056	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	5Z	PI		-				0.007347816484	-0.01292808837	1.221507397	1.221507397	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	AK	ST		-				-0.03027679045	-0.01270451748	3.23994176	3.23994176	0	1	FALSE							0	0	0	0	0	0
SW620	BI	SB		-				0.01511434066	-0.01260828129	79680773.77	79680773.77	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	SF	ST		Synergy?				-0.044716093	-0.01259918727	4.170658376	4.170658376	0	1	FALSE							0	1	0	0	0	0
SW620	5Z	D4		-				-0.03095017777	-0.01255680854	2.713555788	2.713555788	0	1	FALSE							0	0	0	0	0	0
DU145	G2	G4		-				-0.01157846968	-0.01250543942	4.608892794	4.608892794	0	1	FALSE							0	0	0	0	0	0
SW620	PD	PI	Synergy?	Synergy?	Synergy?			-0.0859945306	-0.01242496788	7.90496643	7.90496643	0	1	FALSE							1	1	1	0	0	0
Colo205	JN	D4		-				0.0387545957	-0.01235340704	8.04702E+20	8.04702E+20	0	1	FALSE							0	0	0	0	0	0
DU145	RU	D4		Nothing				-0.04467858233	-0.01234411356	135.0785023	135.0785023	0	1	FALSE							0	0	0	0	0	0
SW620	SF	G4		-				-0.06262472918	-0.01223632622	19.20796298	19.20796298	0	1	FALSE							0	0	0	0	0	0
UACC62	CT	G2		-				-0.03380352474	-0.01212048048	4.317221103	4.317221103	0	1	FALSE							0	0	0	0	0	0
DU145	5Z	RU		-				-0.05545999485	-0.01197604837	2.234804794	2.234804794	0	1	FALSE							0	0	0	0	0	0
SW620	5Z	AK		-				-0.01793099075	-0.01193453554	20.38800192	20.38800192	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	AK	CT		-				-0.03417942189	-0.0116904542	0.8352900618	0.8352900618	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	CT	G4		-				-0.04494694583	-0.01152475439	0.5236557707	0.5236557707	0	1	FALSE							0	0	0	0	0	0
SW620	RU	D4		-				-0.01859508089	-0.01149969275	10.73026696	10.73026696	0	1	FALSE							0	0	0	0	0	0
SF295	F4	SF		Nothing				0.0004319851615	-0.01148008402	26378.30709	26378.30709	0	1	FALSE							0	0	0	0	0	0
Colo205	5Z	G2	-	-				-0.07091767299	-0.01127793979	2.126847136	2.126847136	0	1	FALSE							0	0	0	0	0	0
UACC62	SB	P5		-				-0.006422025467	-0.01118467311	18701.63042	18701.63042	0	1	FALSE							0	0	0	0	0	0
SW620	PD	D4		-				-0.03534816073	-0.01084515053	15.76206734	15.76206734	0	1	FALSE							0	0	0	0	0	0
A498	PK	JN	-	-				-0.004522050401	-0.01079178384	1.957642169	1.957642169	0	1	FALSE							0	0	0	0	0	0
SW620	PI	ST		-				-0.03165064207	-0.01033696003	8.006362252	8.006362252	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	PD	G2		-				-0.05992410488	-0.01009117776	3.625645206	3.625645206	0	1	FALSE							0	0	0	0	0	0
SF295	PI	SB		-				-0.03028294641	-0.009651649089	37.54261037	37.54261037	0	1	FALSE							0	0	0	0	0	0
AGS	ST	G2	-	-				-0.02924924464	-0.009648707241	2.051785924	2.051785924	0	1	FALSE							0	0	0	0	0	0
Colo205	PI	60		Nothing				0.03192039117	-0.009492276394	5.4271E+41	5.4271E+41	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	PD	SF		-				-0.05254573811	-0.009422212069	1.897325078	1.897325078	0	1	FALSE							0	0	0	0	0	0
Colo205	JN	RU		-				0.03819075473	-0.009117686566	598234540770	598234540770	0	1	FALSE							0	0	0	0	0	0
UACC62	PD	D4		-				-0.02784328237	-0.008987043972	3.506477697	3.506477697	0	1	FALSE							0	0	0	0	0	0
UACC62	D1	RU		-				0.05074264451	-0.008828811057	NA	0	0	1	FALSE							0	0	0	0	0	0
Colo205	RU	P5		-				-0.008313003445	-0.008816885116	317.7756987	317.7756987	0	1	FALSE							0	0	0	0	0	0
A498	PD	RU	-	-				-0.04211119656	-0.00866232768	33.48958119	33.48958119	0	1	FALSE							0	0	0	0	0	0
SF295	JN	D4		-				0.009329128115	-0.008653398133	3.11813E+21	3.11813E+21	0	1	FALSE							0	0	0	0	0	0
UACC62	PI	SB		-				-0.007708340714	-0.008423196036	434.5032451	434.5032451	0	1	FALSE							0	0	0	0	0	0
DU145	AK	F4		-				0.009151295754	-0.00809989099	1221.666683	1221.666683	0	1	FALSE							0	0	0	0	0	0
UACC62	F4	ST		-				-0.001692455564	-0.007871274266	117.5174584	117.5174584	0	1	FALSE							0	0	0	0	0	0
Colo205	BI	SB	-	-				-0.01468018671	-0.007743316218	3.448004956	3.448004956	0	1	FALSE							0	0	0	0	0	0
Colo205	5Z	P5	-	-				-0.04187289825	-0.007704765034	2.050938325	2.050938325	0	1	FALSE							0	0	0	0	0	0
Colo205	PK	JN		-				0.005655517797	-0.006810998178	2.416490129	2.416490129	0	1	FALSE							0	0	0	0	0	0
AGS	60	SF	Synergy?	Synergy?				-0.05813585324	-0.006790910885	3.378498205	3.378498205	0	1	FALSE							1	1	0	0	0	0
AGS	JN	P5	-	-				-0.04490540871	-0.006675583693	5.213776639	5.213776639	0	1	FALSE							0	0	0	0	0	0
SW620	5Z	ST		-				-0.02677245389	-0.006064473938	5.496866137	5.496866137	0	1	FALSE							0	0	0	0	0	0
SW620	60	G4		-				-0.01723068033	-0.005895566354	NA	0	0	1	FALSE							0	0	0	0	0	0
DU145	BI	60		Nothing				0.03384669124	-0.00568769026	NA	0	0	1	FALSE							0	0	0	0	0	0
Colo205	BI	D4	-	Nothing				-0.01440015596	-0.005544546285	1417.246343	1417.246343	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	BI	D1		-				0.06836552778	-0.005400409054	16.1888451	16.1888451	0	1	FALSE							0	0	0	0	0	0
AGS	PD	D1	-	-				-0.02005406735	-0.005394116655	1.68701586	1.68701586	0	1	FALSE							0	0	0	0	0	0
SW620	SB	ST		-				-0.01655684423	-0.005237183	8.156711391	8.156711391	0	1	FALSE							0	0	0	0	0	0
Colo205	PD	PI		-				0.009162174745	-0.005130739672	55.61812822	55.61812822	0	1	FALSE							0	0	0	0	0	0
UACC62	RU	ST		-				0.03542237248	-0.005111621407	NA	0	0	1	FALSE							0	0	0	0	0	0
SW620	JN	G2		-				-0.04211174498	-0.004925901976	9.67114434	9.67114434	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	BI	SB		-				0.06532407428	-0.004925758751	4.643200341	4.643200341	0	1	FALSE							0	0	0	0	0	0
SF295	5Z	P5		-				-0.008205767191	-0.004818487924	22.18079263	22.18079263	0	1	FALSE							0	0	0	0	0	0
DU145	JN	G2		-				0.006007516966	-0.004802118405	33.31426502	33.31426502	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	AK	G2		-				-0.03279573484	-0.004410519509	5.635826158	5.635826158	0	1	FALSE							0	0	0	0	0	0
AGS	PI	ST	-	Synergy?	Synergy?			-0.05299443156	-0.004362647079	1.673388832	1.673388832	0	1	FALSE							0	1	1	0	0	0
Colo205	ST	G4		-				0.01015525597	-0.004102290133	14.29694766	14.29694766	0	1	FALSE							0	0	0	0	0	0
Colo205	D4	P5	-	Synergy?				-0.01437752999	-0.004041518957	8065.645737	8065.645737	0	1	FALSE							0	1	0	0	0	0
SW620	AK	RU		-				0.00685476213	-0.003476167859	40055625601442	40055625601442	0	1	FALSE							0	0	0	0	0	0
SF295	ST	G4		-				0.001346707027	-0.003284778878	8.373921151	8.373921151	0	1	FALSE							0	0	0	0	0	0
DU145	PI	F4		-				-0.04446718443	-0.003138581938	146.8794017	146.8794017	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	5Z	D1		-				-0.02357497277	-0.003089832559	1.399495456	1.399495456	0	1	FALSE							0	0	0	0	0	0
AGS	CT	JN	-	-				-0.03589788293	-0.002855948894	2.264729078	2.264729078	0	1	FALSE							0	0	0	0	0	0
UACC62	PK	JN		-				0.002154890623	-0.002824728808	2.838086613	2.838086613	0	1	FALSE							0	0	0	0	0	0
SW620	D4	G4		-				-0.03706684573	-0.002660820816	2.131641918	2.131641918	0	1	FALSE							0	0	0	0	0	0
AGS	60	G4	-	-				-0.03563308401	-0.002630935502	1.394298543	1.394298543	0	1	FALSE							0	0	0	0	0	0
Colo205	BI	PD	-	-				-0.005103851312	-0.002323401982	131.2671162	131.2671162	0	1	FALSE							0	0	0	0	0	0
UACC62	CT	JN		-				-0.01911933592	-0.002041197694	1311.309909	1311.309909	0	1	FALSE							0	0	0	0	0	0
SF295	D4	ST		-				0.01888488163	-0.001809320954	1488570176352	1488570176352	0	1	FALSE							0	0	0	0	0	0
AGS	PD	F4	-	-				-0.05112848431	-0.001746715095	0.4629164359	0.4629164359	0	1	FALSE							0	0	0	0	0	0
SW620	G4	P5		-				-0.01767542338	-0.001723761378	13.43144513	13.43144513	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	RU	SF		Synergy?	Synergy?			-0.0230221793	-0.001706764607	3.784351696	3.784351696	0	1	FALSE							0	1	1	0	0	0
DU145	60	P5		-				-0.00221826658	-0.001565022688	2.66631E+21	2.66631E+21	0	1	FALSE							0	0	0	0	0	0
SF295	D4	G2		-				-0.008760089568	-0.001418599718	669.8858448	669.8858448	0	1	FALSE							0	0	0	0	0	0
Colo205	JN	SB		-				0.04259677491	-0.001388611453	1021622150210	1021622150210	0	1	FALSE							0	0	0	0	0	0
SW620	JN	RU		-				-0.004219339884	-0.001314016764	13.16173913	13.16173913	0	1	FALSE							0	0	0	0	0	0
A498	60	ST	-	-				0.008979275485	-0.001254938745	2.88979E+42	2.88979E+42	0	1	FALSE			Evelina vs Bliss				0	0	0	0	0	0
SW620	D4	ST		-				-0.0009483859574	-0.001172268547	16.16697476	16.16697476	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	D1	G2		-				-0.03231897775	-0.0009523783656	2.408893963	2.408893963	0	1	FALSE							0	0	0	0	0	0
SW620	5Z	SB		-				-0.04630361757	-0.0008727254277	3.011634298	3.011634298	0	1	FALSE							0	0	0	0	0	0
Colo205	RU	ST		-				0.007759464131	-0.0008661149936	137.5358514	137.5358514	0	1	FALSE							0	0	0	0	0	0
DU145	D1	G2		-				-0.04221041008	-0.0007360977981	3.166575109	3.166575109	0	1	FALSE							0	0	0	0	0	0
SW620	AK	PD		-				-0.007423901933	-0.0006641478123	158.2979522	158.2979522	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	D1	D4		-				-0.03087779433	-0.0006242838849	18.75882149	18.75882149	0	1	FALSE							0	0	0	0	0	0
Colo205	D1	G2	-	Nothing				0.0004660083612	-0.0005692797904	30.88918558	30.88918558	0	1	FALSE							0	0	0	0	0	0
SW620	D1	F4		-				0.005720640622	-0.0002734135402	72.70123739	72.70123739	0	1	FALSE							0	0	0	0	0	0
Colo205	PD	D4		-				-0.02401052704	-0.00001097215216	15.64789073	15.64789073	0	1	FALSE							0	0	0	0	0	0
A498	PI	RU	-	-				0.03182682618	0.00005125964257	1163988301	1163988301	0	0	FALSE							0	0	0	0	0	0
UACC62	JN	G2		-				-0.01474925657	0.00008887943464	14.29542437	14.29542437	0	0	FALSE							0	0	0	0	0	0
SF295	PK	JN		-				0.0091446842	0.0003311313687	2.17604114	2.17604114	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	ST	P5		-				0.009477951799	0.0003819012687	2.228711815	2.228711815	0	0	FALSE							0	0	0	0	0	0
SF295	RU	D4		-				-0.01949287755	0.0004004519922	360.3857544	360.3857544	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	CT	ST		-				0.01156905076	0.0004270600971	6.247833714	6.247833714	0	0	FALSE							0	0	0	0	0	0
DU145	F4	ST		-				0.000194869055	0.0004323342751	91.59390337	91.59390337	0	0	FALSE							0	0	0	0	0	0
DU145	PD	D4		-				-0.02527791552	0.0006229572461	97.22143822	97.22143822	0	0	FALSE							0	0	0	0	0	0
UACC62	PI	RU		-				0.05107250059	0.0006445831376	NA	0	0	0	FALSE							0	0	0	0	0	0
A498	D4	G4	-	Nothing				0.01184376821	0.001182668933	45369705.52	45369705.52	0	0	FALSE							0	0	0	0	0	0
UACC62	CT	ST		-				0.01151931567	0.001661513202	37.28127146	37.28127146	0	0	FALSE							0	0	0	0	0	0
DU145	D4	ST		-				0.02107528297	0.0017113304	316048120.8	316048120.8	0	0	FALSE							0	0	0	0	0	0
A498	F4	SF	-	-				0.007929316885	0.001806195774	79.60263456	79.60263456	0	0	FALSE							0	0	0	0	0	0
SF295	AK	PD		-				0.0261935881	0.001840166348	4.06569E+49	4.06569E+49	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	SF	G2		Synergy?	Synergy?			-0.01684721592	0.00255210082	1.798276511	1.798276511	0	0	FALSE							0	1	1	0	0	0
UACC62	PD	60		-				0.001039593331	0.002654504954	8.089289196	8.089289196	0	0	FALSE							0	0	0	0	0	0
AGS	PD	D4	-	-				-0.02972572137	0.003222770349	0.832531517	0.832531517	0	0	FALSE							0	0	0	0	0	0
A498	G2	G4	-	-				0.02227475899	0.003382224397	5.808439847	5.808439847	0	0	FALSE							0	0	0	0	0	0
UACC62	D4	ST		-				0.01223058094	0.00338243439	23.26828848	23.26828848	0	0	FALSE							0	0	0	0	0	0
A498	ST	G2	-	-				-0.01277780325	0.003486855323	3.367693594	3.367693594	0	0	FALSE							0	0	0	0	0	0
Colo205	SB	SF		-				0.02063108894	0.0037045994	6.593859195	6.593859195	0	0	FALSE							0	0	0	0	0	0
UACC62	PD	SB		-				-0.005320598952	0.003766427981	7.222446872	7.222446872	0	0	FALSE							0	0	0	0	0	0
SF295	PI	G4		-				-0.02024486853	0.00395221103	28468.20762	28468.20762	0	0	FALSE							0	0	0	0	0	0
Colo205	PD	F4		-				-0.0173597575	0.004043576966	40.80934788	40.80934788	0	0	FALSE							0	0	0	0	0	0
AGS	BI	PD	-	-				-0.003453347313	0.004098236094	1.662454899	1.662454899	0	0	FALSE							0	0	0	0	0	0
UACC62	PD	F4		-				-0.01677794649	0.004115465364	11.072177	11.072177	0	0	FALSE							0	0	0	0	0	0
SW620	JN	D4		-				-0.01387063369	0.004285754839	30.98728228	30.98728228	0	0	FALSE							0	0	0	0	0	0
AGS	AK	ST	-	-				-0.008431876973	0.00450104703	67.1349377	67.1349377	0	0	FALSE							0	0	0	0	0	0
SW620	PD	D1		-				0.006529191345	0.004504821122	113.498524	113.498524	0	0	FALSE							0	0	0	0	0	0
AGS	PK	JN	-	-				-0.003446119881	0.004519260815	3.181301928	3.181301928	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	JN	SF	Synergy	Synergy?	Synergy			-0.03436846332	0.005153927722	28.85333872	28.85333872	0	0	FALSE							1	1	1	0	0	0
SW620	PD	JN		-				-0.03936232783	0.005239855554	56.59847571	56.59847571	0	0	FALSE							0	0	0	0	0	0
DU145	SB	P5		-				-0.02785092613	0.005409711765	27.16953959	27.16953959	0	0	FALSE							0	0	0	0	0	0
Colo205	PI	SB		-				0.04226062074	0.005663423245	131.8880974	131.8880974	0	0	FALSE							0	0	0	0	0	0
SW620	RU	P5		-				0.005253289849	0.005738522949	35.12149254	35.12149254	0	0	FALSE							0	0	0	0	0	0
SF295	AK	PK		-				0.01772245494	0.005808221231	NA	0	0	0	FALSE							0	0	0	0	0	0
A498	PI	F4	-	Nothing				0.03732860423	0.005837034448	82.60079203	82.60079203	0	0	FALSE							0	0	0	0	0	0
A498	RU	D4	-	Nothing				-0.008666590359	0.006016394204	2927928.839	2927928.839	0	0	FALSE							0	0	0	0	0	0
AGS	5Z	CT	-	-				-0.02530114689	0.006118030142	1.419173363	1.419173363	0	0	FALSE							0	0	0	0	0	0
AGS	AK	F4	-	-				-0.01976657852	0.006118977765	5.502494134	5.502494134	0	0	FALSE							0	0	0	0	0	0
UACC62	5Z	P5		-				-0.001771751659	0.006233964494	2.108739498	2.108739498	0	0	FALSE							0	0	0	0	0	0
SF295	JN	G4		-				0.01024071521	0.006393011026	2802.508932	2802.508932	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	5Z	PD		-				-0.02781339605	0.006412658403	0.8327087122	0.8327087122	0	0	FALSE							0	0	0	0	0	0
SW620	BI	RU		-				0.03941924965	0.007157691608	15948.92202	15948.92202	0	0	FALSE							0	0	0	0	0	0
A498	BI	RU	-	Nothing				0.06686547633	0.007750071483	431.7496248	431.7496248	0	0	FALSE							0	0	0	0	0	0
AGS	BI	CT	-	-				-0.01355394281	0.007823448496	3.251513846	3.251513846	0	0	FALSE							0	0	0	0	0	0
SF295	5Z	G2		-				-0.03584035912	0.007874908369	23.58161	23.58161	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	PD	ST		-				-0.02152714481	0.008034755727	1.791866759	1.791866759	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	JN	G2		-				-0.02047743273	0.008088443935	2.228852436	2.228852436	0	0	FALSE							0	0	0	0	0	0
UACC62	RU	G2		-				0.0547483885	0.00823557211	NA	0	0	0	FALSE							0	0	0	0	0	0
DU145	CT	D4		-				0.007947919219	0.008317749222	47832133265027	47832133265027	0	0	FALSE							0	0	0	0	0	0
SF295	60	G4		-				0.006866892925	0.008705171246	8138005905560	8138005905560	0	0	FALSE							0	0	0	0	0	0
AGS	CT	P5	-	-				-0.004717812308	0.008779787263	7.227921902	7.227921902	0	0	FALSE							0	0	0	0	0	0
SF295	PD	P5		-				-0.005793094307	0.008966548371	119.778637	119.778637	0	0	FALSE							0	0	0	0	0	0
DU145	PD	JN		-				0.005476438823	0.009143889188	18889.83668	18889.83668	0	0	FALSE							0	0	0	0	0	0
A498	RU	G4	-	-				0.02090626495	0.009157116509	1030.044441	1030.044441	0	0	FALSE							0	0	0	0	0	0
UACC62	D4	P5		-				0.008250516095	0.009299732517	16030068.12	16030068.12	0	0	FALSE							0	0	0	0	0	0
SW620	5Z	F4		-				-0.03114159005	0.009593498037	2.90371905	2.90371905	0	0	FALSE							0	0	0	0	0	0
UACC62	D1	F4		-				0.05179943894	0.00983430624	119289.114	119289.114	0	0	FALSE							0	0	0	0	0	0
AGS	SB	G4	-	-				-0.02762008952	0.0100254157	5.964665918	5.964665918	0	0	FALSE							0	0	0	0	0	0
SF295	BI	PD		-				0.08658056854	0.01006927958	2893854.247	2893854.247	0	0	FALSE							0	0	0	0	0	0
SW620	5Z	G2		-				-0.039217329	0.01026241687	3.937498206	3.937498206	0	0	FALSE							0	0	0	0	0	0
DU145	PD	G4		-				0.007279587442	0.01046118365	1969.991973	1969.991973	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	PI	SB		-				0.01120981071	0.01056462584	1.785637664	1.785637664	0	0	FALSE							0	0	0	0	0	0
SF295	F4	G2		-				-0.01693938603	0.01056984421	2.33614635	2.33614635	0	0	FALSE							0	0	0	0	0	0
SF295	BI	CT		-				0.09235220265	0.01060135681	6167.231762	6167.231762	0	0	FALSE							0	0	0	0	0	0
A498	JN	D4	-	-				0.004781570955	0.01070968442	3849140596395	3849140596395	0	0	FALSE							0	0	0	0	0	0
DU145	D4	G4		Nothing				0.01126163659	0.01073598323	1050619354	1050619354	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	D4	F4		-				-0.02619659786	0.01111705542	1.56164589	1.56164589	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	5Z	ST		-				-0.02285259701	0.01118620386	1.801435535	1.801435535	0	0	FALSE							0	0	0	0	0	0
Colo205	PI	G4		Nothing				0.05233835226	0.01126322347	1.74196E+63	1.74196E+63	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	RU	ST		-				0.01793564169	0.01138377663	2.549290884	2.549290884	0	0	FALSE							0	0	0	0	0	0
A498	RU	P5		Nothing				0.01170468444	0.01148586392	551385.0763	551385.0763	0	0	FALSE							0	0	0	0	0	0
DU145	PD	SF		-				-0.008127270882	0.01149701581	672.0274584	672.0274584	0	0	FALSE							0	0	0	0	0	0
SF295	RU	SF		-				0.02778165028	0.01152496771	10772.2094	10772.2094	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	BI	RU		-				0.08866972161	0.0115392114	21.18080533	21.18080533	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	PK	SF		-				0.02469589407	0.0116381364	1.944769671	1.944769671	0	0	FALSE							0	0	0	0	0	0
AGS	5Z	ST	-	-				-0.04286809306	0.01164138261	1.554671509	1.554671509	0	0	FALSE							0	0	0	0	0	0
SF295	BI	PK		-				0.03536298903	0.01166978582	1.46587E+27	1.46587E+27	0	0	FALSE							0	0	0	0	0	0
UACC62	RU	D4		-				0.04881831731	0.01175352265	NA	0	0	0	FALSE							0	0	0	0	0	0
DU145	D4	G2		-				0.0009589470375	0.01176816402	298997.2297	298997.2297	0	0	FALSE							0	0	0	0	0	0
SF295	5Z	PK		-				0.011851221	0.012030961	2.114721288	2.114721288	0	0	FALSE							0	0	0	0	0	0
Colo205	CT	ST	-	-				0.01567950458	0.01212167968	190.085085	190.085085	0	0	FALSE							0	0	0	0	0	0
DU145	CT	G4		Nothing				0.01812923058	0.01215122302	37.0288331	37.0288331	0	0	FALSE							0	0	0	0	0	0
SW620	BI	G4		-				0.0432885413	0.01235017084	156.2751203	156.2751203	0	0	FALSE							0	0	0	0	0	0
A498	BI	PK	-	-				0.02893913755	0.01273462642	1.56769E+18	1.56769E+18	0	0	FALSE							0	0	0	0	0	0
SW620	CT	G4		-				-0.01938015047	0.01279623353	59.9292184	59.9292184	0	0	FALSE							0	0	0	0	0	0
DU145	BI	PD		-				0.04078743428	0.01296700214	NA	0	0	0	FALSE							0	0	0	0	0	0
SW620	BI	F4		-				0.04376442522	0.01318347334	213129.2607	213129.2607	0	0	FALSE							0	0	0	0	0	0
AGS	D1	D4	Synergy?	-	Synergy?			-0.04234370114	0.0133693691	51.92428951	51.92428951	0	0	FALSE							1	0	1	0	0	0
SW620	D4	P5		-				0.008448133496	0.01359523719	38.27794123	38.27794123	0	0	FALSE							0	0	0	0	0	0
Colo205	F4	P5	-	-				0.000224061766	0.01395435317	3.70621155	3.70621155	0	0	FALSE							0	0	0	0	0	0
A498	JN	60	-	-				0.01904006462	0.01420546327	1.66053E+20	1.66053E+20	0	0	FALSE							0	0	0	0	0	0
